,Office_Mada,Office_Madeleine,Office_Madisyn,Office_Malik,Office_Marc,Office_Marcia,Office_Marcus,Office_Marianne,Office_Marilyn,Office_Marion,Office_Mark,Office_Marla,Office_Marlon,Office_Martha,Office_Martin,Office_Marvin,Office_Mary,Office_Maryann,Office_Mason,Office_Mat,Office_Matthew,Office_Max,Office_Maximus,Office_Maya,Office_Megan,Office_Melinda,Office_Mercedes,Office_Michael,Office_Micheal,Office_Mick,Office_Mikayla,Office_Milton,Office_Mohammed,Office_Moises,Office_Monty,Office_Morgan,Office_Moses,Office_Muhammad,Office_Myron,UnivClass_Maddison,UnivDorm_Malachi,UnivDorm_Malcolm,UnivDorm_Marlene,UnivDorm_Marquis,UnivDorm_Mathew,UnivDorm_Mauricio,UnivDorm_Mckenzie,UnivDorm_Mitch,UnivLab_Mack,UnivLab_Madelyn,UnivLab_Margret,UnivLab_Mariana,UnivLab_Marie,UnivLab_Mario,UnivLab_Marshall,UnivLab_Miles
2014-10-15 15:00:00,118.5,89.0,43.5,60.75,45.0,263.75,70.25,169.25,63.75,159.25,148.0,14.5,25.25,119.5,47.5,18.75,61.0,15.899425,120.25,57.0,278.75,135.75,217.25,156.25,93.0,55.5,62.75,144.25,209.75,56.25,242.0,861.25,86.75,23.25,77.0,37.5,62.75,167.25,66.75,27.75,95.0,212.5,123.5,261.25,185.0,134.75,224.0,59.75,104.0,287.5,138.5,386.0,385.5,84.25,75.25,178.5
2014-10-15 16:00:00,115.25,92.5,46.5,62.5,47.0,271.75,73.25,162.25,60.5,159.75,141.75,14.5,28.0,132.5,46.75,20.25,64.75,14.65135,125.5,58.75,279.5,114.25,212.25,156.75,89.25,54.5,65.0,126.5,218.5,56.25,243.75,879.5,87.5,23.0,81.5,43.0,62.75,165.75,69.75,26.75,110.75,220.0,119.5,268.75,203.75,140.0,211.25,54.75,110.75,288.25,141.0,389.75,396.75,84.5,78.5,185.5
2014-10-15 17:00:00,112.5,94.5,45.75,67.25,46.5,264.0,72.25,158.25,63.75,160.0,148.0,15.0,34.0,122.0,45.0,16.75,64.5,13.7881,124.5,59.25,285.0,113.5,213.75,154.75,91.5,55.5,61.5,136.75,206.0,57.75,237.5,844.75,87.75,23.0,78.5,42.0,61.75,167.5,65.5,28.25,101.75,226.0,122.25,279.75,207.5,133.25,251.0,48.75,110.0,293.0,135.75,457.25,407.0,86.0,78.25,171.5
2014-10-15 18:00:00,111.75,100.75,46.0,66.5,44.75,294.5,72.0,159.75,64.0,160.75,158.0,14.5,32.75,128.0,51.75,21.5,64.0,11.082025,125.0,66.25,298.75,104.5,219.5,159.5,91.5,56.25,64.75,124.0,216.25,60.5,245.75,877.75,88.0,22.5,85.75,40.0,62.75,174.0,62.5,28.25,89.75,218.75,117.25,274.25,202.25,163.5,220.75,64.0,108.25,291.0,138.75,473.25,418.75,81.75,79.5,188.25
2014-10-15 19:00:00,112.25,93.0,46.25,96.75,42.5,288.75,75.0,159.0,60.75,162.25,156.0,14.5,33.25,125.5,51.25,18.0,63.75,9.916,141.0,66.5,285.75,100.25,210.75,169.75,91.5,56.0,65.75,148.25,217.75,60.25,239.0,886.5,89.75,21.75,86.25,36.25,69.25,170.5,65.0,30.5,109.0,208.75,129.0,254.0,195.25,150.75,204.5,43.75,106.75,300.0,141.25,467.25,423.75,78.5,79.0,187.5
2014-10-15 20:00:00,116.0,104.0,47.75,79.25,46.0,311.25,64.25,159.25,60.5,158.25,154.0,15.25,32.0,137.0,44.0,26.5,61.5,11.53905,146.25,65.25,265.75,94.75,206.0,169.0,102.0,55.25,66.25,159.0,220.0,60.0,238.5,868.75,88.0,24.0,87.25,35.75,77.25,174.25,66.25,29.75,108.25,219.75,147.0,262.0,191.5,151.25,209.5,51.75,99.75,296.5,137.75,475.5,412.75,74.25,77.5,186.25
2014-10-15 21:00:00,100.5,98.75,46.0,86.75,43.75,301.5,53.25,140.0,60.75,156.75,140.25,15.0,28.25,128.25,44.5,26.5,57.0,9.583975,149.5,60.25,242.0,88.25,188.75,156.5,97.25,58.25,64.5,163.25,219.75,59.0,244.0,833.5,92.5,18.5,84.25,36.5,74.5,173.25,54.75,24.75,113.25,228.25,154.0,272.5,196.0,141.25,216.75,57.25,92.0,300.75,133.0,480.5,413.25,72.5,75.0,179.25
2014-10-15 22:00:00,92.0,90.0,36.0,97.0,39.75,303.0,51.75,126.75,56.25,146.75,122.5,15.25,18.25,113.75,41.75,15.25,42.5,11.63085,155.5,53.75,220.75,87.5,135.0,144.25,88.75,45.0,56.75,152.0,207.25,54.5,227.75,794.5,87.25,16.25,61.5,29.75,77.5,154.25,40.25,20.75,100.25,221.5,153.25,284.5,201.25,153.5,242.75,68.5,87.25,289.75,132.75,428.25,412.0,69.5,69.75,179.75
2014-10-15 23:00:00,88.0,70.5,31.75,57.75,39.5,301.0,45.5,115.0,40.75,139.5,114.0,12.75,17.0,105.25,41.5,14.75,34.75,13.181625,145.25,48.5,234.0,80.0,54.0,101.0,76.75,40.0,46.5,117.75,204.5,54.0,230.25,779.5,85.5,16.5,52.5,25.5,75.0,144.75,27.75,21.0,121.0,221.75,125.75,305.25,205.75,164.0,248.5,59.25,84.75,298.0,133.5,332.5,376.0,64.5,65.0,167.75
2014-10-16 00:00:00,81.5,69.75,29.25,41.75,18.75,249.25,33.25,106.0,40.25,141.0,93.75,10.0,17.25,92.5,40.0,14.0,30.5,13.292,173.5,44.0,225.75,80.75,43.25,84.5,66.25,40.5,44.25,111.75,201.25,50.5,223.5,750.25,83.0,16.25,41.25,25.5,70.75,132.5,27.5,20.75,133.25,219.5,140.0,297.5,206.75,166.25,256.75,60.5,82.5,289.0,135.75,329.75,355.75,74.25,65.25,144.0
2014-10-16 01:00:00,66.5,75.0,28.75,40.5,17.0,244.25,38.25,100.5,35.25,140.0,93.25,10.75,17.0,84.25,39.75,10.5,32.5,11.38575,168.5,35.5,218.0,74.25,45.5,78.75,72.5,40.5,38.75,100.0,173.25,43.0,220.0,727.5,86.75,14.75,38.0,25.0,67.25,134.5,25.5,19.5,131.75,204.75,161.75,306.5,176.75,184.25,213.75,70.25,82.75,279.75,133.5,321.75,345.75,70.75,61.0,143.75
2014-10-16 02:00:00,62.5,76.75,28.0,38.25,16.0,215.0,30.5,95.75,30.25,145.75,77.5,10.0,9.5,73.25,38.5,10.25,30.0,5.380875,168.5,33.25,202.25,69.0,42.0,71.0,65.5,40.25,41.0,87.5,135.25,35.75,200.5,708.5,79.0,16.0,31.75,23.0,63.75,132.75,27.5,17.5,135.75,194.25,156.5,294.0,187.0,188.25,198.5,72.25,80.5,278.75,132.0,328.5,327.5,71.75,60.5,144.25
2014-10-16 03:00:00,60.5,72.25,28.5,31.0,15.0,213.0,29.0,97.5,28.5,133.25,65.25,11.25,9.25,56.0,39.75,11.5,24.75,5.441425,156.5,31.5,173.0,51.25,35.25,74.75,67.25,41.25,39.0,55.75,106.5,33.25,182.75,718.0,77.75,15.0,31.25,24.25,58.5,132.5,24.5,12.0,121.0,190.25,135.25,301.25,192.0,176.5,178.0,64.5,79.75,281.25,129.75,297.5,322.5,74.25,63.0,109.0
2014-10-16 04:00:00,51.25,68.5,29.5,30.0,15.25,228.5,36.75,94.25,25.0,123.25,59.75,10.0,8.75,41.5,39.0,7.25,24.5,6.37695,146.25,31.0,170.5,49.75,35.75,74.0,60.0,39.75,35.5,44.5,76.5,33.0,173.5,729.75,77.5,14.75,32.0,22.0,50.0,132.0,19.25,8.25,138.25,180.0,119.5,284.5,181.5,160.0,170.0,54.75,84.75,271.5,130.0,299.0,311.75,75.5,64.5,100.25
2014-10-16 05:00:00,49.75,74.5,28.75,29.75,14.25,204.0,31.0,91.75,20.25,119.25,63.75,10.25,9.0,36.0,32.75,7.25,23.5,5.5801,144.5,31.75,167.0,49.75,35.5,76.0,61.0,40.25,36.5,43.5,64.5,32.5,173.75,762.5,77.0,13.5,31.25,21.75,49.25,130.0,25.75,8.25,112.75,172.0,98.0,256.0,160.75,143.25,147.0,56.0,82.75,262.5,128.0,291.75,304.5,77.25,64.0,80.75
2014-10-16 06:00:00,48.75,66.0,27.25,28.75,14.75,198.25,27.0,87.75,21.25,116.25,63.25,9.25,8.75,36.75,31.25,7.25,22.25,5.4619,117.0,32.25,161.0,40.25,37.25,77.0,61.0,43.5,35.0,41.5,63.0,27.5,171.25,758.5,75.75,13.75,29.0,20.75,47.25,128.5,22.25,8.75,95.25,162.5,91.75,220.25,139.75,123.75,140.25,49.25,84.0,263.25,126.25,306.0,301.0,76.0,63.0,73.25
2014-10-16 07:00:00,46.5,58.0,26.25,29.75,14.75,195.0,25.0,87.0,21.0,124.5,63.0,9.5,8.75,35.0,32.25,7.25,22.25,5.659175,110.5,30.5,160.75,37.75,34.25,75.5,58.0,39.25,36.75,37.75,49.0,26.25,168.75,753.25,75.0,12.5,28.25,21.25,55.5,130.75,22.0,9.0,89.25,154.5,86.0,208.0,126.5,116.25,124.5,44.5,84.25,262.5,127.75,301.25,307.25,78.5,62.25,72.5
2014-10-16 08:00:00,47.0,67.5,26.75,28.5,14.25,192.25,22.75,87.75,20.25,115.5,64.25,9.25,8.5,36.5,31.5,7.25,21.25,5.500975,100.5,30.5,159.5,37.25,34.0,77.25,58.75,40.5,34.25,37.75,48.25,25.75,170.0,747.25,74.5,13.25,29.25,20.75,47.5,130.25,20.0,9.5,86.75,152.5,82.75,198.0,125.25,113.5,125.5,50.25,82.75,261.5,127.0,292.0,310.25,73.0,63.25,73.0
2014-10-16 09:00:00,47.75,55.0,28.0,30.75,14.75,194.75,27.25,87.75,21.0,119.25,62.75,9.0,8.75,37.0,31.5,7.0,20.75,6.3994,98.5,30.75,160.25,38.0,36.25,74.25,60.5,40.0,37.0,38.75,48.5,25.75,172.75,745.5,74.5,14.25,29.25,20.25,49.75,131.75,26.0,8.25,85.75,155.75,82.25,193.0,125.25,112.75,127.0,41.75,86.0,269.0,125.75,300.5,296.0,79.25,63.5,72.25
2014-10-16 10:00:00,52.25,69.5,27.5,37.5,14.5,193.0,27.5,100.75,21.0,115.0,68.0,9.25,9.5,37.5,36.75,7.25,28.75,5.884775,99.5,30.5,166.0,58.75,36.75,79.25,58.5,37.75,36.25,58.0,48.5,26.0,172.25,749.75,74.5,15.75,29.25,21.0,54.75,131.75,28.25,8.25,83.75,156.25,85.0,189.75,164.5,109.75,136.75,42.0,83.25,274.75,127.75,313.0,302.5,79.5,63.75,71.75
2014-10-16 11:00:00,71.75,61.75,27.25,44.75,22.25,222.75,51.0,116.0,34.0,131.25,78.0,9.75,9.25,44.75,39.5,7.25,27.25,8.341825,96.0,30.5,208.75,84.75,119.75,112.75,61.25,42.5,37.5,57.0,93.5,32.0,198.75,765.75,74.75,15.5,37.75,22.0,65.5,126.75,33.5,15.75,86.5,172.5,88.75,214.0,200.0,115.75,147.75,41.25,83.25,280.25,126.75,322.75,316.5,79.25,65.25,95.75
2014-10-16 12:00:00,92.5,66.0,28.75,55.25,27.5,236.5,56.0,139.25,40.75,140.0,95.25,9.75,10.0,72.75,39.75,9.25,38.25,11.193375,109.0,43.5,216.0,82.0,163.25,128.0,72.5,45.0,40.5,89.25,121.75,36.0,221.75,806.0,70.25,17.5,46.5,28.0,67.25,134.5,47.25,25.5,87.5,188.75,96.0,234.25,177.0,129.5,181.0,43.75,86.0,286.5,130.5,321.5,324.0,78.5,66.75,118.5
2014-10-16 13:00:00,110.25,70.25,35.0,63.0,33.75,242.25,56.75,154.25,48.0,149.25,122.25,14.25,13.25,89.5,50.0,11.0,43.75,11.7793,109.0,56.25,221.5,87.5,189.0,140.75,86.0,48.25,43.5,125.5,161.75,44.75,239.25,868.75,82.5,18.5,69.75,33.75,71.75,150.25,66.75,28.75,94.75,197.75,99.5,237.5,197.75,128.75,167.5,42.25,88.0,282.5,128.685,404.75,352.75,79.0,66.0,137.0
2014-10-16 14:00:00,109.25,74.5,40.5,61.0,41.5,255.25,67.25,157.0,57.25,157.5,132.5,13.0,21.25,108.25,45.25,17.5,53.75,14.7002,125.0,64.75,233.5,87.0,208.0,146.5,82.0,49.75,51.75,128.0,184.75,52.25,233.5,869.25,85.25,19.75,76.25,38.0,72.75,179.75,70.0,27.75,109.5,200.0,147.0,244.5,179.5,148.25,197.25,49.5,88.5,276.5,135.0,419.25,375.25,78.75,74.5,156.5
2014-10-16 15:00:00,121.5,78.25,44.0,65.75,47.25,279.5,68.75,155.0,59.5,159.0,143.5,13.5,23.5,115.0,45.75,20.5,60.5,15.36915,139.0,63.75,251.5,101.5,215.0,158.75,87.75,48.25,57.75,145.75,192.5,56.25,230.0,871.25,86.75,22.75,81.0,39.75,68.5,187.75,67.75,29.5,114.75,214.5,131.25,255.25,203.5,135.5,222.75,45.0,90.5,289.5,138.25,418.25,401.5,81.75,73.75,158.75
2014-10-16 16:00:00,111.0,86.5,45.0,71.25,45.75,305.75,67.5,155.5,63.5,168.25,151.75,13.5,33.0,130.25,51.5,22.5,59.0,13.6953,152.0,69.25,254.75,109.5,214.0,156.25,92.5,48.25,65.25,132.25,200.75,59.0,229.5,882.0,89.5,23.75,87.25,39.75,72.0,196.75,63.75,32.0,102.75,221.0,141.5,286.0,233.75,149.0,237.0,56.25,98.5,288.25,138.25,411.5,405.5,82.5,77.0,176.25
2014-10-16 17:00:00,111.0,113.75,45.5,115.5,47.5,306.5,66.25,156.0,67.0,168.5,162.5,13.5,37.0,122.75,46.0,18.75,64.75,12.75685,144.5,69.5,270.5,118.5,215.0,166.75,102.5,50.25,60.5,126.25,204.25,57.0,238.0,880.25,91.0,25.0,95.0,43.0,66.0,188.5,64.25,28.25,103.0,228.75,145.25,286.5,210.25,154.25,252.5,59.5,89.75,299.5,138.0,428.0,410.75,77.5,79.5,177.75
2014-10-16 18:00:00,115.5,101.25,49.25,117.75,47.0,327.25,60.25,153.0,71.0,169.0,169.75,13.75,33.0,132.5,46.75,22.0,71.25,11.8496,144.5,60.6725,288.75,88.0,208.75,196.5,107.25,50.75,64.5,128.0,216.75,60.75,234.0,887.25,91.25,22.25,100.0,35.0,68.75,204.75,63.5,27.0,105.0,219.25,132.0,271.25,195.25,143.0,252.5,53.25,85.25,299.75,138.0,461.5,421.25,82.75,77.75,167.25
2014-10-16 19:00:00,122.25,102.25,47.75,116.75,42.25,344.25,62.75,151.75,68.75,164.75,157.25,13.5,33.75,128.5,44.5,21.0,64.0,11.08205,160.75,60.635,281.25,81.5,203.75,219.75,116.5,55.0,66.0,143.0,230.5,61.0,240.25,908.5,85.5,22.75,95.0,34.5,76.0,195.0,62.5,32.5,115.75,200.5,132.0,271.25,191.0,123.75,239.75,60.75,85.25,298.75,136.75,434.5,417.0,77.75,79.25,165.5
2014-10-16 20:00:00,108.5,96.25,49.0,94.25,46.5,345.25,51.5,149.0,65.5,163.25,154.5,12.0,32.75,120.5,47.5,19.75,57.75,11.203125,168.5,59.7825,277.75,78.5,198.0,218.5,101.75,52.25,64.0,138.25,244.5,57.75,236.5,853.5,84.5,19.25,93.75,34.5,79.5,181.0,65.0,25.75,111.25,220.75,139.75,257.5,207.75,162.0,210.25,45.5,108.75,305.5,136.25,434.0,413.0,83.0,74.75,168.25
2014-10-16 21:00:00,118.5,86.0,46.5,106.75,44.0,347.75,54.0,135.75,59.75,161.5,143.75,10.5,28.0,132.5,45.25,19.25,60.5,11.5215,166.75,58.92,272.75,80.5,184.25,209.0,88.25,49.0,58.0,138.75,248.0,51.25,235.25,814.0,84.25,22.25,85.5,33.75,75.5,167.75,49.25,22.25,120.0,227.5,124.0,286.75,199.0,163.75,230.25,55.0,113.25,298.0,131.5,441.25,412.0,77.75,72.0,176.0
2014-10-16 22:00:00,91.75,75.25,41.25,99.25,40.25,317.75,56.75,126.5,55.25,152.25,132.25,9.25,20.75,114.5,44.25,14.0,48.5,8.982425,150.75,69.75,259.75,75.5,131.75,187.0,74.75,45.75,52.25,115.25,243.25,48.0,228.75,780.0,84.5,18.25,69.0,30.75,76.75,159.0,33.5,15.75,101.25,224.5,151.0,297.25,209.5,161.5,257.75,69.0,109.5,294.0,129.5,412.0,406.25,73.75,65.75,179.5
2014-10-16 23:00:00,84.0,77.5,31.5,78.0,37.25,331.75,46.0,115.5,42.5,154.5,135.25,10.75,17.25,115.75,47.75,11.0,34.5,9.79005,142.0,62.5,260.75,73.25,51.75,112.25,69.75,42.0,45.5,113.5,221.5,45.25,233.75,752.5,83.25,14.25,61.25,26.5,74.5,143.75,27.0,15.75,110.0,229.0,142.75,298.5,213.25,149.5,277.25,53.0,124.75,293.0,129.0,369.75,381.75,57.25,64.5,162.5
2014-10-17 00:00:00,76.0,81.75,33.5,61.25,19.25,263.75,38.75,103.75,40.0,167.0,100.25,10.25,16.25,91.75,42.0,10.0,29.75,9.804675,154.5,57.5,254.5,78.25,44.5,81.75,66.75,41.25,42.25,94.5,217.0,41.5,237.75,729.5,89.0,15.25,47.0,25.0,71.25,138.5,23.75,14.0,120.0,220.5,148.75,299.5,212.0,156.0,255.25,58.75,125.5,290.25,132.25,362.5,359.75,55.0,61.75,167.25
2014-10-17 01:00:00,67.5,69.25,32.0,46.25,19.0,258.75,41.25,97.25,35.25,155.75,96.25,10.25,15.5,94.5,39.75,10.5,28.25,5.332025,164.5,42.75,253.75,76.25,42.5,76.75,66.5,39.0,40.75,91.25,195.75,37.5,230.0,716.0,84.75,14.75,45.0,23.5,66.5,138.75,24.5,15.75,119.5,201.25,155.5,288.0,193.5,188.25,223.0,57.75,123.75,284.75,130.0,368.75,363.75,58.25,64.0,163.0
2014-10-17 02:00:00,63.5,73.25,30.25,75.5,17.75,252.5,36.5,93.0,28.75,147.25,75.25,10.25,9.75,78.0,45.0,7.75,31.5,4.535175,165.5,35.75,241.0,76.0,36.25,71.75,59.75,38.25,40.75,88.0,158.5,33.0,209.25,703.25,83.0,16.0,40.75,23.5,68.75,132.0,19.75,11.5,125.5,197.5,148.0,290.75,174.75,176.5,193.5,68.5,123.0,286.0,133.0,364.25,346.25,54.5,61.0,148.25
2014-10-17 03:00:00,56.75,74.0,30.0,42.0,17.0,252.75,24.75,89.75,28.0,138.5,63.0,10.75,8.25,52.25,45.5,10.75,24.5,4.497075,159.0,32.75,209.0,51.25,31.0,74.25,62.0,38.75,41.75,52.5,108.75,32.0,191.25,704.5,87.5,14.25,39.0,23.5,55.25,132.5,20.25,8.25,119.25,196.5,125.75,291.0,167.75,165.25,180.0,55.5,123.25,281.5,129.5,325.25,329.0,55.5,59.25,112.25
2014-10-17 04:00:00,50.0,76.25,29.75,29.5,16.0,229.5,20.25,91.0,24.25,126.0,63.0,10.5,8.75,40.0,39.25,12.75,22.75,4.423825,158.75,31.5,200.75,52.5,29.5,70.25,65.5,38.0,40.75,40.75,81.75,31.75,186.0,696.0,80.25,14.5,39.25,21.75,49.0,129.25,20.75,9.5,124.0,195.75,105.75,283.0,177.5,154.25,166.75,66.25,123.25,263.25,126.5,295.5,323.75,54.75,64.25,96.0
2014-10-17 05:00:00,44.5,62.25,28.0,28.5,16.0,226.75,24.75,88.25,19.5,120.75,60.25,9.5,8.5,36.0,31.75,10.25,21.0,5.2588,139.5,31.5,198.25,52.5,30.0,71.5,64.25,37.25,37.25,40.5,68.0,31.5,183.25,699.5,76.25,15.75,38.0,20.25,48.25,128.25,19.25,8.25,115.25,175.25,114.25,246.0,165.75,138.5,155.0,58.25,122.5,265.75,122.75,294.75,319.5,55.0,60.75,84.25
2014-10-17 06:00:00,44.75,62.5,29.25,29.75,16.25,225.5,27.25,87.75,18.5,116.75,59.25,9.25,8.75,34.75,32.25,9.75,22.0,4.480475,123.75,31.25,197.75,42.0,32.25,69.75,60.75,37.0,34.5,39.0,59.0,29.0,184.25,678.5,76.75,14.0,36.75,21.25,56.0,126.0,21.25,9.0,116.0,165.25,104.0,216.0,157.25,125.75,133.25,48.0,124.5,259.25,124.25,287.5,310.0,58.0,62.25,78.5
2014-10-17 07:00:00,45.0,58.25,27.5,32.0,16.25,208.75,19.5,86.5,18.25,124.5,56.75,8.0,8.25,36.0,31.25,9.75,22.75,4.58495,107.25,31.5,199.25,39.5,30.75,69.5,62.25,36.0,36.0,37.0,48.0,26.75,183.5,673.0,76.0,12.25,38.25,20.75,59.5,127.0,17.0,10.0,101.25,151.5,90.0,197.75,135.5,114.0,130.5,46.5,118.75,260.75,124.5,294.5,309.25,56.25,64.0,74.25
2014-10-17 08:00:00,44.5,57.0,28.75,29.75,16.0,204.0,25.75,86.5,18.0,122.75,63.25,9.25,8.5,35.25,31.5,10.0,20.0,4.503925,103.0,32.0,201.25,39.5,31.0,72.75,58.25,37.25,35.5,43.25,48.0,26.5,178.0,676.25,76.0,12.75,37.0,20.5,50.25,132.5,17.0,8.25,88.5,152.25,86.0,185.0,134.0,110.0,130.5,49.25,121.75,258.5,122.25,287.5,309.75,60.25,61.0,69.75
2014-10-17 09:00:00,44.0,57.5,28.0,31.25,16.0,202.75,23.75,86.75,18.75,122.75,60.75,8.25,8.0,38.75,29.5,9.75,21.5,4.608375,99.75,31.25,201.0,40.0,32.5,67.5,59.0,38.25,39.5,44.5,47.25,27.25,181.5,665.75,75.75,14.75,38.0,20.25,54.0,127.5,17.5,8.0,87.25,148.75,85.75,181.25,131.25,107.75,132.0,45.0,118.25,272.0,121.25,301.25,299.5,59.5,60.75,68.75
2014-10-17 10:00:00,49.5,60.5,29.25,33.25,16.25,205.75,24.5,98.75,20.75,124.25,64.0,8.75,9.0,38.25,36.0,9.75,27.25,5.46095,99.75,31.75,206.0,60.5,32.0,75.75,61.0,38.25,37.0,41.5,47.0,27.25,182.0,694.75,76.25,16.75,35.75,20.0,55.5,129.75,27.0,7.75,89.0,154.5,83.25,184.0,151.25,105.75,155.25,42.25,124.0,269.0,121.75,312.5,298.75,60.0,61.5,71.0
2014-10-17 11:00:00,69.25,67.5,29.5,37.25,23.5,237.0,46.5,112.25,30.0,136.25,85.25,8.75,9.75,49.0,37.75,7.75,28.25,6.49415,100.5,32.25,239.0,95.75,115.75,104.75,61.5,44.75,36.75,49.5,92.25,28.0,206.25,704.5,76.25,17.75,41.75,21.0,66.0,133.5,27.25,15.0,94.5,177.5,87.75,209.75,202.5,111.75,172.0,42.75,120.75,273.75,126.25,326.0,317.25,58.75,61.5,98.5
2014-10-17 12:00:00,86.25,75.0,29.75,45.75,28.0,247.5,59.5,125.75,36.0,147.5,90.25,8.0,12.0,88.0,37.5,8.25,37.25,8.850575,102.5,43.75,252.0,94.25,161.5,133.25,72.5,45.75,35.75,75.5,115.5,33.5,229.5,745.75,82.75,14.5,50.75,25.0,64.25,136.25,45.5,21.5,98.0,189.0,92.25,233.75,162.5,127.5,196.75,51.0,124.0,277.0,131.25,329.0,318.0,60.75,63.0,111.75
2014-10-17 13:00:00,100.5,71.75,33.0,55.0,34.75,256.25,63.5,147.75,48.75,151.25,123.0,9.0,19.5,110.75,40.75,12.0,48.0,8.757825,127.0,47.0,264.25,98.75,187.75,142.75,79.5,50.5,35.5,93.25,167.5,42.25,249.5,792.75,79.0,18.0,68.25,37.0,72.5,152.25,60.75,30.5,88.0,196.75,92.25,236.0,176.75,125.0,188.75,54.25,123.75,282.25,132.5,373.75,334.25,72.0,66.0,132.5
2014-10-17 14:00:00,104.25,77.75,39.5,71.25,43.25,259.5,60.75,155.25,60.5,159.75,124.5,9.75,20.75,113.0,43.0,15.5,49.5,8.796875,119.0,53.75,272.5,105.0,200.5,143.25,86.0,51.75,49.0,98.25,184.25,53.25,241.5,822.0,90.25,17.75,74.5,37.5,74.25,168.25,60.0,30.25,91.0,202.75,110.25,246.0,190.25,132.0,201.75,54.0,128.75,289.5,136.5,372.25,361.25,76.5,70.75,150.5
2014-10-17 15:00:00,113.5,83.0,42.75,60.25,46.5,261.5,67.75,155.0,61.0,166.0,133.5,9.0,22.5,131.0,44.5,17.0,50.0,9.713875,133.75,60.5,278.5,110.75,205.0,138.75,83.75,55.0,54.75,118.75,196.75,54.0,223.75,883.0,86.5,22.5,80.75,39.0,76.0,173.5,57.75,26.75,97.25,210.75,131.0,274.25,216.0,142.75,244.5,55.25,133.5,293.75,133.5,373.25,390.25,77.25,74.75,164.75
2014-10-17 16:00:00,106.25,88.75,45.5,63.25,51.0,265.5,57.25,152.75,60.5,165.25,126.5,12.5,25.0,117.75,46.0,16.75,49.75,10.125975,150.75,56.75,281.0,118.25,206.5,142.75,96.5,52.75,55.5,105.25,186.25,55.5,228.0,857.25,88.0,19.75,81.25,39.0,76.75,179.75,60.5,25.0,106.25,237.75,143.5,271.25,215.5,161.75,258.25,53.25,120.75,296.75,131.75,366.25,392.75,77.5,77.25,151.75
2014-10-17 17:00:00,111.75,95.5,45.25,63.75,54.0,268.75,55.75,150.25,53.75,166.75,137.5,15.0,24.0,143.75,51.25,16.5,50.5,10.6162,151.75,61.25,292.25,101.0,208.0,139.0,89.75,55.25,51.25,101.75,179.25,59.25,228.5,851.25,89.5,19.0,77.25,40.5,71.25,171.75,60.25,27.25,109.25,221.5,155.75,285.75,223.0,152.25,269.5,66.25,132.0,292.75,131.0,400.75,400.0,76.5,81.75,159.0
2014-10-17 18:00:00,105.0,90.75,46.5,61.0,49.5,267.0,51.5,158.0,56.0,166.75,127.5,13.5,23.25,127.75,43.5,23.0,52.75,10.4336,155.0,56.0,274.0,94.25,206.25,140.75,87.0,52.5,55.0,112.75,180.5,56.5,228.5,868.0,86.75,22.0,80.25,41.0,69.75,172.75,61.75,23.5,108.75,223.75,161.75,284.75,233.5,158.0,251.25,56.25,108.0,298.0,133.0,446.75,404.5,75.75,79.75,163.5
2014-10-17 19:00:00,104.25,88.0,47.0,69.5,44.75,261.25,47.75,146.25,57.75,167.0,139.5,14.75,26.5,133.75,44.0,19.25,52.75,11.3711,157.25,55.5,254.5,89.25,208.75,141.25,84.5,52.0,53.75,108.25,181.5,54.5,229.5,879.75,87.25,19.25,75.5,38.0,69.25,176.5,60.25,24.75,130.0,211.0,141.5,274.5,214.0,166.0,223.0,66.75,105.5,297.75,131.0,435.0,399.75,75.5,79.25,162.75
2014-10-17 20:00:00,104.0,89.0,46.25,60.5,45.0,267.0,50.5,136.75,57.75,165.25,117.0,13.5,22.25,137.5,44.5,19.75,51.5,14.107425,182.5,63.0,251.25,87.5,197.75,141.5,81.25,56.0,55.0,102.5,185.75,49.0,232.5,841.25,87.0,18.25,76.25,38.5,72.75,174.25,56.0,25.0,119.5,215.25,138.0,278.5,208.0,167.0,234.5,46.25,104.75,295.75,131.0,451.5,396.5,75.25,77.75,155.5
2014-10-17 21:00:00,87.75,79.0,40.5,54.25,38.5,254.25,45.5,126.25,52.0,161.5,115.75,9.5,18.75,117.0,46.75,18.0,43.5,12.26855,176.25,57.5,235.75,81.75,181.25,127.5,76.0,46.75,51.0,94.0,173.25,44.5,229.5,800.75,89.0,16.75,62.5,32.0,75.0,162.75,46.75,20.75,123.75,224.0,146.0,279.75,209.0,183.75,219.75,63.75,104.25,294.0,130.75,425.25,383.5,73.25,78.75,154.25
2014-10-17 22:00:00,80.75,75.75,35.25,42.75,40.25,254.25,43.25,117.0,49.25,149.0,103.25,10.5,10.5,92.0,47.75,11.75,35.5,7.528325,175.75,45.75,230.25,77.0,114.0,102.25,71.5,43.0,46.75,85.75,164.25,39.0,222.0,763.0,93.25,15.75,56.25,28.75,69.25,141.75,25.5,16.5,120.0,216.25,138.5,278.75,215.5,162.25,255.25,60.75,86.5,285.75,128.5,372.5,371.25,68.25,73.0,137.75
